순위,이름,팀,WAR,출장,완투,완봉,선발,승,패,세이브,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WPA
15,김재웅,22키, 3.62 , 65 , 0 , 0 , 0 , 3 , 2 , 13 , 27 , 62.2 , 14 , 14 , 254 , 39 , 8 , 1 , 4 , 29 , 2 , 4 , 56 , 0 , 4 , 2.01 , 3.87 , 1.09 , 198.9 , 102.3 , 3.51 
16,놀린,22K, 3.49 , 21 , 0 , 0 , 21 , 8 , 8 , 0 , 0 , 124.0 , 41 , 34 , 512 , 115 , 19 , 2 , 7 , 24 , 1 , 8 , 108 , 1 , 4 , 2.47 , 3.08 , 1.12 , 165.2 , 133.0 , 1.79 
17,엄상백,22K, 3.31 , 33 , 0 , 0 , 22 , 11 , 2 , 0 , 0 , 140.1 , 52 , 46 , 581 , 125 , 24 , 2 , 14 , 46 , 0 , 4 , 139 , 0 , 1 , 2.95 , 3.72 , 1.22 , 139.6 , 109.6 , 1.70 
18,모리만도,22S, 3.12 , 12 , 0 , 0 , 12 , 7 , 1 , 0 , 0 , 75.1 , 19 , 14 , 304 , 57 , 8 , 0 , 2 , 23 , 0 , 4 , 67 , 0 , 2 , 1.67 , 2.98 , 1.06 , 248.9 , 139.8 , 2.28 
19,반즈,22롯, 3.01 , 31 , 0 , 0 , 31 , 12 , 12 , 0 , 0 , 186.1 , 87 , 75 , 788 , 175 , 27 , 5 , 8 , 47 , 1 , 18 , 160 , 0 , 7 , 3.62 , 3.21 , 1.19 , 114.9 , 127.4 , 0.56 
20,이용찬,22N, 2.93 , 59 , 0 , 0 , 0 , 3 , 3 , 22 , 0 , 60.2 , 16 , 14 , 253 , 56 , 6 , 1 , 3 , 13 , 0 , 3 , 61 , 0 , 1 , 2.08 , 2.76 , 1.14 , 196.1 , 148.2 , 2.45 
21,벤자민,22K, 2.53 , 17 , 0 , 0 , 17 , 5 , 4 , 0 , 0 , 96.2 , 34 , 29 , 385 , 75 , 9 , 1 , 11 , 24 , 2 , 4 , 77 , 1 , 3 , 2.70 , 4.03 , 1.02 , 152.5 , 101.2 , 1.07 
22,원태인,22삼, 2.52 , 27 , 0 , 0 , 27 , 10 , 8 , 0 , 0 , 165.1 , 75 , 72 , 700 , 175 , 25 , 1 , 16 , 38 , 3 , 4 , 130 , 0 , 3 , 3.92 , 3.73 , 1.29 , 106.5 , 111.1 , 0.74 
23,정철원,22두, 2.51 , 58 , 0 , 0 , 0 , 4 , 3 , 3 , 23 , 72.2 , 26 , 25 , 294 , 60 , 12 , 2 , 4 , 26 , 2 , 2 , 47 , 0 , 7 , 3.10 , 3.83 , 1.18 , 128.5 , 104.6 , 1.10 
24,노경은,22S, 2.43 , 41 , 0 , 0 , 8 , 12 , 5 , 1 , 7 , 79.2 , 28 , 27 , 323 , 69 , 10 , 0 , 5 , 23 , 0 , 4 , 55 , 0 , 5 , 3.05 , 3.79 , 1.16 , 136.5 , 110.0 , 1.21 
25,구승민,22롯, 2.42 , 73 , 0 , 0 , 0 , 2 , 4 , 0 , 25 , 62.0 , 20 , 20 , 263 , 46 , 8 , 1 , 3 , 35 , 4 , 1 , 77 , 0 , 7 , 2.90 , 3.03 , 1.31 , 143.4 , 135.2 , 1.07 
26,장민재,22한, 2.38 , 32 , 0 , 0 , 25 , 7 , 8 , 0 , 0 , 126.2 , 54 , 50 , 531 , 124 , 18 , 2 , 15 , 39 , 1 , 4 , 75 , 0 , 3 , 3.55 , 4.69 , 1.29 , 114.0 , 87.0 , 0.64 
27,곽빈,22두, 2.36 , 27 , 0 , 0 , 27 , 8 , 9 , 0 , 0 , 147.2 , 69 , 62 , 645 , 143 , 30 , 0 , 13 , 60 , 1 , 11 , 138 , 1 , 9 , 3.78 , 4.04 , 1.38 , 105.3 , 98.3 , 0.45 
28,김재윤,22K, 2.32 , 61 , 0 , 0 , 0 , 9 , 7 , 33 , 0 , 66.1 , 26 , 24 , 267 , 46 , 6 , 0 , 5 , 21 , 6 , 0 , 78 , 1 , 2 , 3.26 , 2.65 , 1.01 , 126.5 , 155.1 , 0.57 
29,정우영,22L, 2.17 , 67 , 0 , 0 , 0 , 2 , 3 , 0 , 35 , 58.0 , 18 , 17 , 248 , 48 , 3 , 2 , 3 , 32 , 5 , 6 , 40 , 0 , 0 , 2.64 , 4.34 , 1.38 , 150.7 , 92.9 , 1.79 
30,김윤식,22L, 2.13 , 23 , 0 , 0 , 23 , 8 , 5 , 0 , 0 , 114.1 , 46 , 42 , 483 , 125 , 22 , 1 , 5 , 27 , 2 , 1 , 81 , 0 , 4 , 3.31 , 3.17 , 1.33 , 120.2 , 126.4 , 1.20 
31,원종현,22N, 2.02 , 68 , 0 , 0 , 0 , 5 , 0 , 1 , 13 , 63.1 , 22 , 21 , 260 , 55 , 8 , 0 , 5 , 17 , 0 , 1 , 50 , 0 , 2 , 2.98 , 3.64 , 1.14 , 136.5 , 112.8 , 0.11 
32,이태양,22S, 2.01 , 30 , 0 , 0 , 17 , 8 , 3 , 0 , 1 , 112.0 , 50 , 45 , 472 , 116 , 18 , 0 , 15 , 24 , 2 , 5 , 61 , 0 , 0 , 3.62 , 4.71 , 1.25 , 115.1 , 88.9 , 0.86 
33,김민우,22한, 1.99 , 29 , 1 , 0 , 29 , 6 , 11 , 0 , 0 , 163.0 , 82 , 79 , 711 , 143 , 40 , 1 , 16 , 84 , 8 , 8 , 129 , 0 , 13 , 4.36 , 4.58 , 1.39 , 92.8 , 89.1 , 0.53 
34,나균안,22롯, 1.94 , 39 , 0 , 0 , 13 , 3 , 8 , 0 , 2 , 117.2 , 55 , 52 , 506 , 125 , 36 , 3 , 5 , 37 , 1 , 3 , 123 , 0 , 6 , 3.98 , 2.79 , 1.38 , 104.7 , 146.6 , -0.72 
35,파노니,22K, 1.90 , 14 , 0 , 0 , 14 , 3 , 4 , 0 , 0 , 82.2 , 32 , 24 , 348 , 78 , 6 , 1 , 5 , 24 , 0 , 2 , 73 , 0 , 5 , 2.61 , 3.30 , 1.23 , 156.0 , 124.2 , 0.58 
36,김시훈,22N, 1.88 , 59 , 0 , 0 , 7 , 4 , 5 , 0 , 11 , 83.1 , 35 , 30 , 365 , 75 , 10 , 0 , 7 , 43 , 0 , 4 , 79 , 1 , 2 , 3.24 , 4.23 , 1.42 , 125.7 , 97.2 , 0.44 
37,박세웅,22롯, 1.87 , 28 , 0 , 0 , 28 , 10 , 11 , 0 , 0 , 157.1 , 80 , 66 , 679 , 180 , 32 , 4 , 8 , 32 , 1 , 8 , 146 , 0 , 7 , 3.78 , 2.89 , 1.35 , 110.3 , 141.6 , -0.14 
38,김영규,22N, 1.84 , 72 , 0 , 0 , 0 , 2 , 7 , 1 , 13 , 66.0 , 26 , 25 , 269 , 56 , 8 , 2 , 5 , 22 , 4 , 7 , 46 , 0 , 3 , 3.41 , 4.07 , 1.18 , 119.5 , 101.0 , 0.03 
39,스트레일리,22롯, 1.82 , 11 , 0 , 0 , 11 , 4 , 2 , 0 , 0 , 62.1 , 24 , 16 , 260 , 54 , 8 , 0 , 5 , 22 , 0 , 6 , 55 , 0 , 2 , 2.31 , 3.96 , 1.22 , 180.2 , 102.8 , 0.64 
40,정해영,22K, 1.78 , 55 , 0 , 0 , 0 , 3 , 7 , 32 , 0 , 56.0 , 21 , 21 , 238 , 54 , 12 , 1 , 3 , 18 , 1 , 0 , 43 , 0 , 0 , 3.38 , 3.41 , 1.29 , 120.8 , 120.0 , 1.31 
41,오승환,22삼, 1.69 , 57 , 0 , 0 , 0 , 6 , 2 , 31 , 2 , 57.0 , 23 , 21 , 239 , 59 , 9 , 1 , 8 , 13 , 0 , 1 , 51 , 0 , 1 , 3.32 , 4.11 , 1.26 , 125.9 , 101.5 , 0.24 
42,양현종,22K, 1.68 , 30 , 0 , 0 , 30 , 12 , 7 , 0 , 0 , 175.1 , 86 , 75 , 743 , 170 , 33 , 3 , 14 , 50 , 1 , 3 , 141 , 0 , 3 , 3.85 , 3.66 , 1.26 , 105.9 , 112.1 , 0.27 
43,임기영,22K, 1.66 , 26 , 0 , 0 , 23 , 4 , 13 , 1 , 0 , 129.1 , 63 , 61 , 555 , 137 , 25 , 1 , 18 , 36 , 1 , 5 , 82 , 0 , 2 , 4.24 , 4.81 , 1.34 , 96.0 , 85.4 , -0.24 
44,김명신,22두, 1.64 , 68 , 0 , 0 , 0 , 3 , 3 , 0 , 10 , 79.2 , 33 , 32 , 333 , 75 , 9 , 2 , 5 , 25 , 0 , 3 , 61 , 0 , 4 , 3.62 , 3.68 , 1.26 , 110.1 , 108.5 , 0.17 
45,최원준,22두, 1.62 , 30 , 0 , 0 , 30 , 8 , 13 , 0 , 0 , 165.0 , 80 , 66 , 713 , 183 , 31 , 2 , 21 , 37 , 0 , 7 , 113 , 1 , 2 , 3.60 , 4.42 , 1.33 , 110.5 , 88.7 , -0.53 
46,이인복,22롯, 1.59 , 26 , 0 , 0 , 23 , 9 , 9 , 0 , 1 , 126.2 , 63 , 59 , 547 , 153 , 22 , 1 , 6 , 30 , 0 , 4 , 71 , 0 , 4 , 4.19 , 3.64 , 1.45 , 99.3 , 112.0 , 0.01 
47,이우찬,22L, 1.54 , 36 , 0 , 0 , 0 , 5 , 0 , 0 , 2 , 44.2 , 10 , 9 , 182 , 29 , 4 , 0 , 2 , 21 , 1 , 1 , 42 , 0 , 4 , 1.81 , 3.45 , 1.12 , 219.2 , 116.5 , 0.82 
48,진해수,22L, 1.53 , 64 , 0 , 0 , 0 , 4 , 0 , 0 , 12 , 45.0 , 12 , 11 , 180 , 39 , 6 , 3 , 1 , 11 , 0 , 1 , 35 , 0 , 2 , 2.20 , 2.87 , 1.11 , 180.7 , 140.8 , 1.10 
49,김진성,22L, 1.53 , 67 , 0 , 0 , 0 , 6 , 3 , 0 , 12 , 58.0 , 21 , 20 , 236 , 44 , 6 , 1 , 6 , 22 , 3 , 1 , 54 , 0 , 2 , 3.10 , 3.86 , 1.14 , 128.1 , 102.2 , 0.61 
50,이승호,22키, 1.49 , 53 , 0 , 0 , 0 , 3 , 2 , 10 , 10 , 50.1 , 20 , 20 , 215 , 44 , 9 , 0 , 7 , 27 , 1 , 3 , 44 , 0 , 6 , 3.58 , 5.13 , 1.41 , 111.8 , 76.4 , 1.53 
51,김대유,22L, 1.39 , 59 , 0 , 0 , 0 , 2 , 1 , 0 , 13 , 39.2 , 11 , 10 , 172 , 36 , 6 , 2 , 2 , 15 , 3 , 8 , 36 , 0 , 0 , 2.27 , 3.69 , 1.29 , 175.2 , 108.8 , 0.22 
52,애플러,22키, 1.33 , 33 , 1 , 1 , 25 , 6 , 8 , 0 , 0 , 140.1 , 69 , 67 , 622 , 172 , 34 , 1 , 13 , 40 , 1 , 6 , 86 , 0 , 4 , 4.30 , 4.28 , 1.51 , 93.1 , 92.3 , -0.24 
53,서진용,22S, 1.30 , 68 , 0 , 0 , 0 , 7 , 3 , 21 , 12 , 67.1 , 32 , 30 , 297 , 64 , 10 , 1 , 5 , 36 , 3 , 3 , 55 , 0 , 6 , 4.01 , 4.27 , 1.49 , 103.8 , 97.6 , 2.60 
54,이준영,22K, 1.29 , 75 , 0 , 0 , 0 , 1 , 1 , 1 , 17 , 46.1 , 17 , 15 , 202 , 41 , 8 , 0 , 3 , 26 , 3 , 0 , 42 , 0 , 0 , 2.91 , 3.86 , 1.45 , 139.9 , 105.8 , 0.33 
55,최준용,22롯, 1.29 , 68 , 0 , 0 , 0 , 3 , 4 , 14 , 6 , 71.0 , 35 , 32 , 303 , 63 , 13 , 0 , 10 , 20 , 3 , 6 , 80 , 0 , 4 , 4.06 , 3.89 , 1.17 , 102.6 , 104.4 , 0.33 
56,장현식,22K, 1.27 , 54 , 0 , 0 , 0 , 2 , 3 , 1 , 19 , 52.0 , 21 , 19 , 233 , 54 , 11 , 2 , 4 , 26 , 3 , 1 , 40 , 0 , 5 , 3.29 , 4.18 , 1.54 , 124.0 , 97.6 , -0.37 
57,김태경,22N, 1.26 , 16 , 0 , 0 , 7 , 3 , 2 , 0 , 1 , 44.1 , 16 , 16 , 194 , 36 , 6 , 0 , 4 , 21 , 0 , 5 , 31 , 0 , 2 , 3.25 , 4.87 , 1.29 , 125.4 , 84.3 , 0.43 
58,이의리,22K, 1.26 , 29 , 0 , 0 , 28 , 10 , 10 , 0 , 0 , 154.0 , 79 , 66 , 671 , 128 , 26 , 4 , 18 , 74 , 0 , 9 , 161 , 0 , 7 , 3.86 , 4.38 , 1.31 , 105.7 , 93.7 , -0.53 
59,문성현,22키, 1.23 , 45 , 0 , 0 , 0 , 0 , 1 , 13 , 9 , 41.1 , 16 , 15 , 168 , 34 , 5 , 0 , 3 , 14 , 0 , 1 , 32 , 0 , 2 , 3.27 , 3.82 , 1.16 , 122.5 , 103.3 , 0.52 
60,최원태,22키, 1.20 , 26 , 0 , 0 , 20 , 7 , 5 , 0 , 0 , 105.2 , 50 , 44 , 446 , 94 , 25 , 0 , 5 , 40 , 0 , 5 , 63 , 0 , 5 , 3.75 , 4.04 , 1.27 , 106.7 , 98.8 , 0.83 
61,김태훈,22키, 1.19 , 43 , 0 , 0 , 0 , 3 , 2 , 9 , 10 , 43.0 , 18 , 15 , 188 , 40 , 7 , 0 , 3 , 20 , 2 , 2 , 34 , 0 , 2 , 3.14 , 4.06 , 1.40 , 127.4 , 97.5 , 0.15 
62,이정용,22L, 1.16 , 65 , 0 , 0 , 0 , 4 , 4 , 1 , 22 , 59.1 , 26 , 21 , 250 , 52 , 12 , 1 , 3 , 18 , 3 , 2 , 40 , 0 , 3 , 3.19 , 3.51 , 1.18 , 124.8 , 114.4 , -0.22 
63,주권,22K, 1.14 , 58 , 0 , 0 , 0 , 3 , 3 , 1 , 15 , 50.2 , 22 , 22 , 203 , 58 , 7 , 1 , 3 , 8 , 0 , 0 , 31 , 0 , 0 , 3.91 , 3.36 , 1.30 , 105.4 , 121.5 , 0.86 
64,홍건희,22두, 1.09 , 58 , 0 , 0 , 0 , 2 , 9 , 18 , 9 , 62.0 , 30 , 24 , 265 , 58 , 9 , 0 , 5 , 21 , 3 , 2 , 60 , 0 , 4 , 3.48 , 3.42 , 1.27 , 114.2 , 116.0 , 0.16 
65,브랜든,22두, 1.07 , 11 , 0 , 0 , 11 , 5 , 3 , 0 , 0 , 65.0 , 29 , 26 , 276 , 56 , 10 , 0 , 5 , 24 , 0 , 1 , 40 , 1 , 2 , 3.60 , 4.26 , 1.23 , 110.5 , 93.5 , 0.65 
66,우규민,22삼, 1.07 , 60 , 0 , 0 , 0 , 4 , 3 , 1 , 16 , 47.0 , 21 , 17 , 201 , 55 , 11 , 0 , 3 , 6 , 2 , 4 , 31 , 1 , 0 , 3.26 , 3.36 , 1.30 , 128.2 , 122.7 , -0.31 
67,파슨스,22N, 1.04 , 8 , 0 , 0 , 8 , 1 , 2 , 0 , 0 , 43.0 , 19 , 17 , 182 , 34 , 4 , 2 , 4 , 21 , 0 , 1 , 43 , 0 , 8 , 3.56 , 4.08 , 1.28 , 114.5 , 100.7 , 0.12 
68,윤산흠,22한, 1.03 , 37 , 0 , 0 , 0 , 1 , 1 , 0 , 3 , 33.2 , 12 , 10 , 155 , 23 , 7 , 0 , 1 , 30 , 4 , 2 , 46 , 0 , 6 , 2.67 , 3.49 , 1.57 , 151.4 , 117.0 , 0.15 
69,라미레즈,22한, 1.02 , 13 , 0 , 0 , 13 , 2 , 6 , 0 , 0 , 65.1 , 33 , 30 , 285 , 52 , 6 , 0 , 4 , 37 , 0 , 7 , 47 , 1 , 0 , 4.13 , 4.72 , 1.36 , 98.0 , 86.4 , 0.13 
70,스탁,22두, 1.00 , 29 , 0 , 0 , 29 , 9 , 10 , 0 , 0 , 165.0 , 87 , 65 , 722 , 161 , 24 , 2 , 9 , 83 , 0 , 10 , 138 , 0 , 12 , 3.55 , 4.07 , 1.48 , 112.2 , 98.7 , -0.98 
71,전상현,22K, 1.00 , 50 , 0 , 0 , 0 , 5 , 5 , 2 , 16 , 46.1 , 20 , 17 , 195 , 42 , 10 , 0 , 2 , 16 , 2 , 0 , 53 , 0 , 2 , 3.30 , 2.52 , 1.25 , 123.5 , 162.0 , 0.56 
72,데스파이네,22K, 0.99 , 30 , 0 , 0 , 29 , 8 , 12 , 0 , 0 , 163.0 , 94 , 82 , 725 , 198 , 27 , 0 , 14 , 48 , 2 , 9 , 123 , 1 , 7 , 4.53 , 3.96 , 1.51 , 90.9 , 102.9 , -1.34 
73,박영현,22K, 0.97 , 52 , 0 , 0 , 0 , 0 , 1 , 0 , 2 , 51.2 , 23 , 21 , 219 , 46 , 8 , 0 , 5 , 20 , 1 , 0 , 55 , 0 , 3 , 3.66 , 3.57 , 1.28 , 112.6 , 114.3 , -0.29 
74,이채호,22K, 0.96 , 38 , 0 , 0 , 0 , 5 , 0 , 0 , 3 , 36.2 , 13 , 12 , 156 , 28 , 11 , 0 , 0 , 13 , 2 , 6 , 32 , 0 , 2 , 2.95 , 2.98 , 1.12 , 139.8 , 135.9 , 0.59 
75,최성훈,22L, 0.89 , 45 , 0 , 0 , 0 , 0 , 0 , 0 , 6 , 33.1 , 10 , 8 , 139 , 23 , 4 , 2 , 1 , 13 , 2 , 3 , 22 , 0 , 2 , 2.16 , 3.67 , 1.08 , 184.0 , 110.4 , 0.42 
76,장지훈,22S, 0.86 , 40 , 0 , 0 , 0 , 2 , 0 , 0 , 6 , 55.0 , 26 , 26 , 231 , 56 , 8 , 2 , 6 , 11 , 2 , 3 , 33 , 0 , 4 , 4.25 , 4.21 , 1.22 , 97.8 , 99.4 , -0.30 
77,김도규,22롯, 0.86 , 55 , 0 , 0 , 0 , 4 , 4 , 3 , 8 , 51.0 , 26 , 21 , 218 , 48 , 8 , 1 , 2 , 19 , 2 , 4 , 45 , 0 , 3 , 3.71 , 3.32 , 1.31 , 112.3 , 123.2 , 0.45 
78,심재민,22K, 0.86 , 44 , 0 , 0 , 1 , 4 , 1 , 0 , 6 , 43.1 , 19 , 18 , 184 , 41 , 6 , 2 , 4 , 16 , 3 , 2 , 21 , 0 , 0 , 3.74 , 4.61 , 1.32 , 110.1 , 88.4 , 0.33 
79,강재민,22한, 0.83 , 56 , 0 , 0 , 0 , 4 , 7 , 7 , 7 , 51.1 , 26 , 24 , 232 , 44 , 5 , 1 , 7 , 29 , 8 , 4 , 39 , 0 , 1 , 4.21 , 5.05 , 1.42 , 96.2 , 81.0 , -1.58 
80,배제성,22K, 0.80 , 24 , 0 , 0 , 18 , 3 , 9 , 0 , 0 , 107.0 , 56 , 50 , 458 , 103 , 15 , 2 , 8 , 46 , 0 , 1 , 89 , 0 , 8 , 4.21 , 3.96 , 1.39 , 97.9 , 102.7 , -0.54 
81,고영창,22K, 0.80 , 27 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 24.0 , 5 , 5 , 104 , 24 , 3 , 0 , 2 , 10 , 0 , 3 , 9 , 0 , 0 , 1.88 , 5.30 , 1.42 , 217.4 , 77.3 , -0.47 
82,김원중,22롯, 0.79 , 43 , 0 , 0 , 0 , 2 , 3 , 16 , 2 , 43.0 , 21 , 19 , 187 , 40 , 10 , 1 , 4 , 16 , 3 , 0 , 60 , 0 , 3 , 3.98 , 2.66 , 1.30 , 104.7 , 153.2 , 0.26 
83,배재준,22L, 0.72 , 17 , 0 , 0 , 5 , 0 , 1 , 0 , 0 , 31.1 , 11 , 8 , 129 , 22 , 4 , 2 , 0 , 15 , 0 , 4 , 23 , 0 , 0 , 2.30 , 3.69 , 1.18 , 173.0 , 110.8 , 0.43 
84,최민준,22S, 0.72 , 51 , 0 , 0 , 1 , 5 , 4 , 0 , 5 , 68.1 , 37 , 30 , 288 , 51 , 8 , 1 , 10 , 34 , 2 , 2 , 48 , 0 , 7 , 3.95 , 5.33 , 1.24 , 105.3 , 78.7 , -0.66 
85,이상민,22삼, 0.72 , 46 , 0 , 0 , 0 , 0 , 0 , 0 , 9 , 29.1 , 13 , 12 , 138 , 30 , 6 , 1 , 5 , 15 , 1 , 3 , 23 , 0 , 2 , 3.68 , 5.73 , 1.53 , 113.4 , 72.6 , 0.20 
86,오원석,22S, 0.70 , 31 , 0 , 0 , 24 , 6 , 8 , 0 , 0 , 144.0 , 79 , 72 , 633 , 158 , 21 , 2 , 16 , 58 , 1 , 3 , 112 , 0 , 6 , 4.50 , 4.48 , 1.50 , 92.5 , 93.6 , -0.91 
87,홍정우,22삼, 0.70 , 26 , 0 , 0 , 0 , 5 , 2 , 0 , 1 , 26.2 , 10 , 9 , 111 , 19 , 6 , 0 , 3 , 13 , 4 , 0 , 20 , 0 , 0 , 3.04 , 4.31 , 1.20 , 137.4 , 96.3 , -0.73 
88,최동환,22L, 0.69 , 47 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 50.0 , 23 , 23 , 210 , 45 , 7 , 1 , 5 , 17 , 0 , 1 , 30 , 0 , 3 , 4.14 , 4.52 , 1.24 , 96.0 , 87.5 , 0.04 
89,김범수,22한, 0.66 , 78 , 0 , 0 , 0 , 3 , 7 , 0 , 27 , 66.0 , 36 , 32 , 289 , 64 , 13 , 0 , 5 , 35 , 5 , 3 , 58 , 0 , 2 , 4.36 , 4.07 , 1.50 , 92.8 , 100.4 , -1.05 
90,카펜터,22한, 0.64 , 4 , 0 , 0 , 4 , 0 , 1 , 0 , 0 , 18.0 , 6 , 5 , 79 , 19 , 5 , 0 , 1 , 6 , 0 , 1 , 15 , 0 , 1 , 2.50 , 3.56 , 1.39 , 161.9 , 114.4 , 0.20 
91,서준원,22롯, 0.62 , 33 , 0 , 0 , 4 , 3 , 3 , 0 , 2 , 60.0 , 32 , 32 , 265 , 65 , 10 , 1 , 3 , 23 , 0 , 5 , 45 , 0 , 2 , 4.80 , 3.89 , 1.47 , 86.7 , 105.0 , -0.02 
92,김준형,22키, 0.62 , 12 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 13.1 , 3 , 3 , 61 , 9 , 1 , 0 , 0 , 13 , 0 , 2 , 6 , 0 , 3 , 2.03 , 5.81 , 1.65 , 197.5 , 69.5 , -0.22 
93,고효준,22S, 0.61 , 45 , 0 , 0 , 0 , 1 , 0 , 0 , 7 , 38.2 , 18 , 16 , 174 , 35 , 6 , 2 , 1 , 20 , 2 , 2 , 35 , 0 , 7 , 3.72 , 3.42 , 1.42 , 111.8 , 121.6 , 0.37 
94,이승현,22삼, 0.59 , 54 , 0 , 0 , 0 , 0 , 2 , 0 , 13 , 50.0 , 26 , 26 , 217 , 48 , 14 , 1 , 5 , 22 , 1 , 3 , 39 , 0 , 0 , 4.68 , 4.52 , 1.40 , 89.2 , 91.4 , 1.11 
95,김기훈,22K, 0.58 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 8.2 , 1 , 1 , 36 , 4 , 0 , 0 , 0 , 7 , 0 , 0 , 9 , 0 , 0 , 1.04 , 3.68 , 1.27 , 392.6 , 111.1 , 0.42 
96,페냐,22한, 0.58 , 13 , 0 , 0 , 13 , 5 , 4 , 0 , 0 , 67.2 , 33 , 28 , 293 , 63 , 10 , 2 , 4 , 30 , 0 , 4 , 72 , 0 , 4 , 3.72 , 3.49 , 1.37 , 108.7 , 116.7 , 0.15 
97,임정호,22N, 0.53 , 33 , 0 , 0 , 0 , 1 , 2 , 0 , 6 , 25.0 , 11 , 9 , 104 , 21 , 3 , 1 , 1 , 7 , 0 , 2 , 30 , 1 , 0 , 3.24 , 2.54 , 1.12 , 125.7 , 161.2 , 0.08 
